song identifier	 likelihood_art	 likelihood_pop	 likelihood_tradition	 likely_type	 was_art	 was_pop	 was_tradition	 was_type	
cache/2016.Pepper Rabbit.The Remixes Vol. 1.Murder Room (E-603 Remix).wav	0.253513426	0.677633107	0.068853498	1	0	1	0	1	
cache/2015.Nils Frahm.Screws Reworked.Me (Analogue Dear Rework).wav	0.045674533	0.919518113	0.034807362	1	0	1	0	1	
cache/2012.Tyler Stenson.Some Days I'm a Lion.Devil Came Knocking.wav	0.323215306	0.59262228	0.084162407	1	0	1	0	1	
cache/2012.Tyler Stenson.Some Days I'm a Lion.This Too Shall Pass.wav	0.052493367	0.907514334	0.039992273	1	0	1	0	1	
cache/2014.Carbon Leaf.Indian Summer Revisited.This Is My Song!.wav	0.030904457	0.904443622	0.064651892	1	0	1	0	1	
cache/2001.Enrique Iglesias.Escape.Don't Turn Off the Lights.wav	0.132328451	0.807787895	0.059883673	1	0	1	0	2	
cache/2001.Bond.Born.Victory.wav	0.152972788	0.648234129	0.198793069	1	0	1	0	1	
"cache/2014.George Frideric Handel.MUSC233 Exam 3.Giulio Cesare: Act II, Scene 2: Aria, Vâ€™adoro, pupille.wav"	0.055207662	0.900978446	0.043813888	1	0	1	0	0	
cache/2015.MOGWAI.Central Belters.Mogwai Fear Satan.wav	0.0312692	0.883225918	0.085504889	1	0	1	0	1	
cache/2015.Pentatonix.PTX.Radioactive.wav	0.170619324	0.755961776	0.073418893	1	0	1	0	1	
cache/2015.IAMX.Metanoia.Wildest Wind.wav	0.086476274	0.871921659	0.04160209	1	0	1	0	1	
cache/2016.Woodkid.Desierto (Original Motion Picture Score).Que Te Mate el Desierto.wav	0.248569727	0.603959143	0.147471145	1	0	1	0	0	
cache/2015.Pentatonix.PTX.Rather Be.wav	0.124540225	0.82829237	0.047167409	1	0	1	0	1	
cache/2016.Matthew Wilder.I Don't Speak The Language.Break My Stride.wav	0.0637706	0.845597863	0.090631545	1	0	1	0	1	
cache/2015.IAMX.Metanoia.Look Outside.wav	0.066328086	0.910918236	0.022753704	1	0	1	0	1	
cache/2015.Imagine Dragons.Smoke + Mirrors (Deluxe Edition).The Fall.wav	0.09381783	0.875589907	0.030592233	1	0	1	0	1	
cache/2004.Breaking Benjamin.We Are Not Alone.So Cold.wav	0.072296165	0.841033697	0.086670108	1	0	1	0	1	
cache/2016.Will Young.Echoes.Come On (Acoustic).wav	0.128601238	0.570915282	0.300483495	1	0	1	0	1	
cache/2016.Anya Marina.Paper Plane.My Mama Said It.wav	0.114144102	0.835946977	0.049908936	1	0	1	0	2	
cache/2016.Mogwai.Atomic.Bitterness Centrifuge.wav	0.137177467	0.738027751	0.124794781	1	0	1	0	1	
cache/2014.The Who.Who's Next (Deluxe Edition).Water (Live).wav	0.294876039	0.634525299	0.070598699	1	0	1	0	1	
cache/2003.Linkin Park.Live in Texas.Papercut.wav	0.050562426	0.923936069	0.025501503	1	0	1	0	1	
cache/2015.Dawn And Hawkes.Golden Heart EP + Yours and Mine Preview.Lightning Strikes (bonus).wav	0.092438564	0.797911704	0.109649725	1	0	1	0	2	
cache/2015.Wild Child.Past & Present.Crazy Bird.wav	0.052992109	0.884929359	0.062078517	1	0	1	0	1	
cache/1986.The Smiths.The Queen Is Dead.There Is A Light That Never Goes Out.wav	0.094548419	0.867598176	0.037853438	1	0	1	0	1	
cache/2015.The Saint Johns.Noisetrade Sampler.Dead Of Night (Live Acoustic).wav	0.147691503	0.677656829	0.174651653	1	0	1	0	1	
"cache/2016.OK Go.Twelve Months of OK Go.Oh, My Little Kitten.wav"	0.077113211	0.852767885	0.070118912	1	0	1	0	1	
cache/2014.Engineers.Always Returning.It Rings So True.wav	0.090003923	0.854279995	0.055716064	1	0	1	0	1	
cache/2015.Death Cab For Cutie.Kintsugi.Good Help (Is So Hard to Find).wav	0.073243804	0.880869508	0.045886673	1	0	1	0	1	
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Here We Go (Alternative Version).wav	0.056280397	0.903971553	0.039748054	1	0	1	0	1	
cache/2015.Of Monsters And Men.Beneath The Skin.I Of The Storm.wav	0.101289429	0.831596851	0.06711369	1	0	1	0	1	
cache/2008.The Dodos.The Visiter.Walking.wav	0.081369154	0.874203086	0.044427767	1	0	1	0	1	
cache/2014.Bastille.Oblivion.Bad Blood (Live Piano Version).wav	0.054279581	0.920392811	0.025327586	1	0	1	0	1	
cache/2014.Blueneck.King Nine.Counting Out.wav	0.086693011	0.836360097	0.076946884	1	0	1	0	1	
cache/2001.Daft Punk.Discovery.Digital Love.wav	0.079813167	0.807626486	0.112560354	1	0	1	0	1	
cache/2016.Mogwai.Atomic.Fat Man.wav	0.140050277	0.762241662	0.097708046	1	0	1	0	1	
cache/2015.MOGWAI.Central Belters.Batcat.wav	0.054523669	0.918664455	0.026811901	1	0	1	0	1	
"cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).Caught.wav"	0.080457918	0.805148363	0.114393719	1	0	1	0	1	
cache/2005.Flyleaf.Flyleaf.I'm Sorry.wav	0.155396581	0.746346116	0.098257288	1	0	1	0	1	
cache/2006.Breaking Benjamin.Phobia.Evil Angel.wav	0.059694905	0.900480807	0.039824281	1	0	1	0	1	
cache/2010.Harlem.Hippies.Someday Soon.wav	0.082127728	0.855602443	0.062269825	1	0	1	0	1	
cache/2014.Milky Chance.Sadnecessary.Stolen Dance.wav	0.161410585	0.762207389	0.076382026	1	0	1	0	1	
cache/2016.FlÃ¸wKelly.Concrete Roses.Overlooked Passengers (Feat. Adrian Clifford).wav	0.132839605	0.73282212	0.134338289	1	0	1	0	1	
cache/2014.Blake Mills.Heigh Ho.Gold Coast Sinkin'.wav	0.066497877	0.854467154	0.079034992	1	0	1	0	1	
cache/2016.Toto.Toto IV.Rosanna.wav	0.063983649	0.921868443	0.014147878	1	0	1	0	1	
cache/2014.The Neighbourhood.#000000 & #Ffffff.H8M4CH1N3 Feat. Danny Brown.wav	0.230309129	0.69288516	0.076805703	1	0	1	0	1	
cache/2015.Howie Day.Lanterns.Medicine Ball.wav	0.152821451	0.712536871	0.134641662	1	0	1	0	2	
cache/2015.Mumford & Sons.Wilder Mind (Deluxe Version).The Wolf - Live.wav	0.064365424	0.855787754	0.079846807	1	0	1	0	1	
cache/1994.Bon Jovi.Cross Road.You Give Love a Bad Name.wav	0.070633605	0.809154212	0.120212153	1	0	1	0	1	
cache/2016.The New Seekers.We'd Like To Teach The World To Sing.I'd Like to Teach the World to Sing (In Perfect Harmony).wav	0.04513254	0.92748487	0.027382601	1	0	1	0	1	
cache/2015.Beware of Safety.Mabon.Mulberry and Heather.wav	0.046766758	0.913879871	0.039353352	1	0	1	0	1	
cache/2005.Flyleaf.Flyleaf.I'm So Sick.wav	0.148090184	0.593807817	0.25810197	1	0	1	0	1	
cache/2015.Pentatonix.PTX.Run to You.wav	0.052475255	0.919297993	0.028226782	1	0	1	0	1	
cache/2014.Fences.Lesser Oceans.Running Off The Gods.wav	0.098197281	0.800187647	0.101615071	1	0	1	0	1	
cache/2006.Pink.I'm Not Dead.U + Ur Hand.wav	0.136052161	0.817492902	0.046454947	1	0	1	0	1	
cache/1997.Kenny Wayne Shepherd.Trouble Is.Blue on Black.wav	0.159556061	0.73641175	0.104032211	1	0	1	0	1	
cache/2005.Flyleaf.Flyleaf.All Around Me (Acoustic Version).wav	0.037281554	0.934256554	0.028461881	1	0	1	0	1	
cache/2016.We Were Promised Jetpacks.These Four Walls.Quiet Little Voices.wav	0.1095884	0.823347092	0.067064479	1	0	1	0	1	
cache/2014.Fences.Lesser Oceans.Dusty Beds.wav	0.133864254	0.819363475	0.046772245	1	0	1	0	1	
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.Line Of Best Fit.wav	0.172873691	0.766764164	0.060362168	1	0	1	0	1	
cache/2001.Daft PunkRomanthony.Discovery.One More Time.wav	0.1112893	0.738852203	0.149858475	1	0	1	0	1	
cache/2010.Linkin Park.A Thousand Suns.Jornada Del Muerto.wav	0.095707804	0.794235647	0.110056564	1	0	1	0	1	
cache/2014.Have Mercy.A Place Of Our Own.Plastic Covered Furniture.wav	0.060028292	0.907637119	0.032334562	1	0	1	0	1	
cache/2008.Rihanna.Good Girl Gone Bad: Reloaded.Take A Bow.wav	0.117117234	0.744393229	0.138489544	1	0	1	0	1	
"cache/2015.Interpol.Spotify Sessions.On ""Take You On A Cruise"".wav"	0.069815956	0.860522568	0.069661446	1	0	1	0	1	
cache/2014.Banda do Mar.Banda do Mar.Pode Ser.wav	0.086302444	0.851395488	0.062302049	1	0	1	0	1	
cache/2015.Marina and The Diamonds.FROOT.Gold.wav	0.029123355	0.931733012	0.039143655	1	0	1	0	1	
cache/2000.Bay City Rollers.Alexa Mix.S.A.T.U.R.D.A.Y night.wav	0.055487886	0.886178076	0.058334045	1	0	1	0	1	
cache/2003.Coldplay.Live 2003.See You Soon.wav	0.072604209	0.906450927	0.020944873	1	0	1	0	1	
cache/2014.Tarwater.Adrift.They Told Me in the Alley.wav	0.104441442	0.847669661	0.047888916	1	0	1	0	1	
cache/2007.Linkin Park.Minutes to Midnight.Wake.wav	0.04780703	0.911824286	0.040368665	1	0	1	0	1	
cache/2014.So Cow.The Long Con.The Other One.wav	0.037526079	0.930979848	0.03149407	1	0	1	0	1	
cache/2015.They Might Be Giants.Glean.Good to Be Alive.wav	0.059434112	0.802381217	0.138184667	1	0	1	0	1	
"cache/2014.The Chemical Brothers.The Hunger Games: Mockingjay, Pt. 1 (Original Motion Picture Soundtrack).This Is Not a Game (feat. Miguel).wav"	0.184810236	0.690861404	0.12432833	1	0	1	0	1	
cache/2016.Sleeping At Last.Atlas: Senses.Smell.wav	0.046321496	0.925482929	0.028195569	1	0	1	0	1	
"cache/2014.Ludwig van Beethoven.MUSC233 Exam 2.Piano Sonata in C Minor, Op. 13 (PathÃ©tique): First movement.wav"	0.192962706	0.576071918	0.230965376	1	0	1	0	0	
cache/2016.Starfucker.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].German Love.wav	0.060253069	0.889852762	0.04989418	1	0	1	0	1	
cache/2016.OMEA All-State Choir 2012-2013.2013 OMEA.Rejoice.wav	0.111267217	0.860558033	0.028174769	1	0	1	0	0	
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.Boughs of Holly.wav	0.075739644	0.881497324	0.042763047	1	0	1	0	2	
cache/2006.Damien Rice.9 [Explicit].9 Crimes.wav	0.048057415	0.917930186	0.034012411	1	0	1	0	1	
"cache/2009.Train.Save Me, San Francisco.Breakfast In Bed.wav"	0.048450567	0.880868137	0.070681289	1	0	1	0	1	
"cache/2014.Stromae.The Hunger Games: Mockingjay, Pt. 1 (Original Motion Picture Soundtrack).Meltdown (feat. Lorde, Pusha T, Q-Tip & HAIM).wav"	0.067350551	0.910167038	0.022482403	1	0	1	0	0	
cache/2005.Death Cab For Cutie.Marching Bands Of Manhattan.Marching Bands Of Manhattan.wav	0.110759996	0.748501599	0.140738383	1	0	1	0	1	
cache/2005.Flyleaf.Flyleaf.All Around Me.wav	0.172190994	0.754522443	0.073286548	1	0	1	0	1	
cache/2014.Tarwater.Adrift.Log of the Sloop.wav	0.028456654	0.942761481	0.028781844	1	0	1	0	1	
cache/2001.Bond.Born.Quixote.wav	0.091892146	0.87261349	0.035494342	1	0	1	0	1	
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Kingdom Hearts - Dearly Beloved.wav	0.165546581	0.774506569	0.059946865	1	0	1	0	1	
cache/2013.Kodaline.In A Perfect World.After The Fall.wav	0.144335493	0.64708209	0.208582431	1	0	1	0	1	
cache/2016.Tom Cochrane.Mad Mad World.Sinking Like a Sunset.wav	0.073075518	0.887762785	0.039161675	1	0	1	0	1	
cache/2016.Woodkid.Desierto (Original Motion Picture Score).Tracker.wav	0.129652247	0.815041125	0.055306602	1	0	1	0	0	
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).Get Home.wav	0.242360398	0.653641701	0.103997886	1	0	1	0	1	
cache/2014.Rise Against.The Black Market.I Don't Want To Be Here Anymore.wav	0.121277466	0.790828407	0.087894142	1	0	1	0	1	
cache/2016.Tropics.NOON  155.Harbor.wav	0.049963206	0.901197672	0.048839148	1	0	1	0	1	
cache/2015.Beware of Safety.Mabon.Husbands and Hangmen.wav	0.035028365	0.942012191	0.022959426	1	0	1	0	1	
cache/2015.Pen Pals.Gold.Camp.wav	0.122368313	0.773293138	0.104338564	1	0	1	0	2	
cache/2015.Of Monsters And Men.Beneath The Skin.Human.wav	0.128474012	0.743433714	0.128092259	1	0	1	0	1	
cache/2014.So Cow.The Long Con.Get Down off That Thing.wav	0.10506168	0.723325014	0.171613321	1	0	1	0	1	
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.That's Incentive.wav	0.068324745	0.865911484	0.065763749	1	0	1	0	1	
cache/2014.Perotinus.MUSC233 Exam 3.Viderunt omnes.wav	0.055830948	0.913481057	0.030688001	1	0	1	0	0	
cache/2014.We Were Promised Jetpacks.Unravelling.Peace Sign.wav	0.15223226	0.817494512	0.030273234	1	0	1	0	1	
cache/2015.Angus & Julia Stone.Angus & Julia Stone: The Remixes.A Heartbreak (Tigerz Remix).wav	0.062097166	0.872732162	0.065170668	1	0	1	0	1	
cache/2014.Linfield College Concert Choir.Christmas at Linfield.In the Bleak Midwinter.wav	0.033265948	0.915923238	0.05081084	1	0	1	0	2	
"cache/2014.Franz Schubert.MUSC233 Exam 2.Gretchen am Spinnrade, D. 118.wav"	0.078012586	0.851623058	0.070364349	1	0	1	0	0	
cache/2015.Breaking Benjamin.Dark Before Dawn.Never Again.wav	0.134386763	0.802260697	0.063352562	1	0	1	0	1	
cache/2014.This Will Destroy You.Another Language.War Prayer.wav	0.108063258	0.769212842	0.122723885	1	0	1	0	1	
cache/2016.The Kite String Tangle.Vessel.Arcadia.wav	0.121998057	0.630504787	0.247497126	1	0	1	0	1	
"cache/2014.Robert Schumann.MUSC233 Exam 2.Carnaval, Op. 9: No. 5: Eusebius.wav"	0.062475439	0.883493185	0.054031376	1	0	1	0	0	
cache/2014.Blake Mills.Heigh Ho.Don't Tell Our Friends About Me.wav	0.057574961	0.864666939	0.077758081	1	0	1	0	1	
cache/2015.Mumford & Sons.Wilder Mind (Deluxe Version).Believe.wav	0.079205386	0.797617137	0.123177454	1	0	1	0	1	
cache/2015.Death Cab For Cutie.Kintsugi.The Ghosts Of Beverly Drive.wav	0.022825824	0.948570848	0.028603336	1	0	1	0	1	
cache/2014.Foo Fighters.Sonic Highways.Congregation.wav	0.040675778	0.896687627	0.062636584	1	0	1	0	1	
"cache/2014.Coldplay.Ghost Stories Live 2014.A Sky Full of Stars (Live At the Royal Albert Hall, London).wav"	0.118195131	0.834192038	0.047612831	1	0	1	0	1	
cache/2010.BinÃ_rpilot.Nordland.Forte Da Funk.wav	0.02799066	0.938449085	0.033560272	1	0	1	0	1	
cache/2009.Super Mash Bros..All About The Scrilions.Gucci Loafers (Our First Paycheck).wav	0.048136648	0.933331728	0.018531639	1	0	1	0	1	
cache/2014.Pentatonix.That's Christmas To Me.Silent Night.wav	0.053188331	0.911023736	0.035787914	1	0	1	0	2	
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Disc Wars.wav	0.071061186	0.819454253	0.109484576	1	0	1	0	0	
cache/1996.The Verve Pipe.Villains.Veneer.wav	0.065229617	0.810497701	0.124272689	1	0	1	0	1	
cache/2014.The World is a Beautiful Place & I am No Longer Afraid to Die.Between Bodies.Lioness.wav	0.071397975	0.874683082	0.053918965	1	0	1	0	1	
cache/2016.Zedd.unknown.Clarity feat. Foxes (Andrew Rayel Remix).wav	0.111649573	0.751176417	0.137174025	1	0	1	0	1	
cache/2015.Early Hours.Changehood.Changehood.wav	0.08972159	0.751754642	0.158523768	1	0	1	0	1	
"cache/2015.Joseph Trapanese.Insurgent (Original Motion Picture Soundtrack).Convergence (Score Suite From ""Insurgent"").wav"	0.088602759	0.839143336	0.07225392	1	0	1	0	0	
cache/2014.Beware of Safety.Lotusville.Stare Down Orion.wav	0.051723942	0.929513931	0.01876214	1	0	1	0	1	
cache/2008.Missy Higgins.On A Clear Night.Where I Stood .wav	0.027316879	0.945427299	0.027255803	1	0	1	0	1	
cache/2014.Kerretta.Pirohia.Ossein Trail.wav	0.114893571	0.804850459	0.080256	1	0	1	0	0	
cache/2015.Breaking Benjamin.Dark Before Dawn.Failure.wav	0.025826568	0.964073539	0.010099896	1	0	1	0	1	
cache/2007.BinÃ_rpilot.Robot Wars.KDR Assault.wav	0.104551084	0.81409055	0.081358373	1	0	1	0	1	
cache/2008.Coldplay.Viva La Vida.Viva La Vida.wav	0.091162615	0.840395868	0.06844151	1	0	1	0	1	
cache/1994.The London Symphony Orchestra.The Performs Sting.They Dance Alone.wav	0.058782674	0.897886932	0.04333039	1	0	1	0	1	
cache/2015.Pen Pals.Gold.Away.wav	0.125353962	0.834923744	0.039722331	1	0	1	0	2	
cache/2014.Pomplamoose.Season 2.Get That Body Back.wav	0.177013412	0.727797568	0.095189027	1	0	1	0	1	
cache/2007.Enrique Iglesias.Insomniac.Sweet Isabel.wav	0.104984537	0.733094931	0.161920518	1	0	1	0	2	
cache/2000.Coldplay.Brothers & Sisters.Easy to Please.wav	0.074055269	0.799901068	0.126043648	1	0	1	0	1	
cache/2014.So Cow.The Long Con.Sugar Factory.wav	0.050552294	0.921270192	0.028177505	1	0	1	0	1	
cache/2015.Pentatonix.That's Christmas to Me: Deluxe Tracks - EP.Just for Now.wav	0.337354988	0.607820511	0.054824524	1	0	1	0	2	
cache/2014.Engineers.Always Returning.Always Returning.wav	0.031810258	0.945276856	0.022912899	1	0	1	0	1	
cache/2009.Breaking Benjamin.Dear Agony.Without You.wav	0.090022564	0.762446702	0.147530764	1	0	1	0	1	
cache/2005.Flyleaf.Flyleaf.So I Thought.wav	0.04585265	0.875672102	0.078475274	1	0	1	0	1	
cache/2015.Brian Tyler.Avengers: Age of Ultron.Sacrifice.wav	0.043286052	0.934816957	0.021896968	1	0	1	0	0	
cache/2015.Beware of Safety.Mabon.Shutters.wav	0.045077495	0.91907233	0.035850149	1	0	1	0	1	
cache/2015.Interpol.Spotify Sessions.On Untitled.wav	0.047427285	0.873497963	0.079074748	1	0	1	0	1	
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).A Heartbreak.wav	0.091355003	0.7995224	0.109122604	1	0	1	0	1	
cache/2004.Carbon Leaf.Indian Summer.Paloma.wav	0.060307495	0.914218247	0.025474256	1	0	1	0	1	
cache/2014.The Phoenix Foundation.Echoes.Promise.wav	0.093703642	0.867125273	0.039171081	1	0	1	0	1	
cache/2014.OK Go.Hungry Ghosts.Bright As Your Eyes.wav	0.121418715	0.82993412	0.048647184	1	0	1	0	1	
cache/2014.Cold War Kids.Hold My Home.First.wav	0.043702234	0.897244573	0.059053183	1	0	1	0	1	
cache/2015.Fall Out Boy.American BeautyAmerican Psycho.Uma Thurman.wav	0.025952859	0.924999416	0.049047723	1	0	1	0	1	
cache/2014.We Were Promised Jetpacks.Unravelling.A Part Of It.wav	0.169541061	0.699908316	0.130550623	1	0	1	0	1	
cache/2009.Breaking Benjamin.Dear Agony.Lights Out.wav	0.105749793	0.816975355	0.077274866	1	0	1	0	1	
cache/2002.Coldplay.A Rush of Blood to the Head.Amsterdam.wav	0.229227468	0.707463682	0.063308857	1	0	1	0	1	
cache/2015.Fall Out Boy.American BeautyAmerican Psycho.Irresistible.wav	0.106988691	0.836792171	0.056219146	1	0	1	0	1	
cache/2000.Coldplay.Parachutes.Careful Where You Stand.wav	0.051015269	0.90579325	0.043191459	1	0	1	0	1	
cache/2016.Woodkid.The Golden Age.I Love You (Quintet Version).wav	0.171782568	0.695849657	0.132367745	1	0	1	0	1	
cache/1994.The London Symphony Orchestra.The Performs Sting.Fortress Around Your Heart.wav	0.158055738	0.790858626	0.05108561	1	0	1	0	1	
cache/2015.Hinkstep.My Forest Queen.Drifting Away.wav	0.019550862	0.946812749	0.033636384	1	0	1	0	0	
"cache/2014.Coldplay.Ghost Stories Live 2014.Another's Arms (Live At the Beacon Theatre, New York).wav"	0.127141491	0.73266089	0.140197605	1	0	1	0	1	
cache/2016.Tall Heights.Man of Stone.Somewhere I Believe.wav	0.020236427	0.948060513	0.031703051	1	0	1	0	2	
cache/2014.Banda do Mar.Banda do Mar.Cidade Nova.wav	0.248518363	0.642984509	0.108497106	1	0	1	0	1	
cache/2016.Anya Marina.Paper Plane.Ordinary Dude (feat. Eric Hutchinson).wav	0.084536597	0.876967669	0.038495716	1	0	1	0	2	
cache/2001.Enrique Iglesias.Escape.I Will Survive.wav	0.204242542	0.742237151	0.053520307	1	0	1	0	2	
cache/2014.Carbon Leaf.Indian Summer Revisited.Raise The Roof.wav	0.32296586	0.613003612	0.064030513	1	0	1	0	1	
cache/2014.Haerts.Haerts.Heart.wav	0.023063296	0.932912111	0.044024602	1	0	1	0	1	
cache/2016.The Black Keys.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Psychotic Girl.wav	0.057287078	0.890098929	0.052614003	1	0	1	0	1	
cache/2014.MONO.The Last Dawn.Where We Begin.wav	0.185669601	0.625375152	0.188955218	1	0	1	0	1	
cache/2000.Coldplay.Acoustic.Careful Where You Stand.wav	0.165005624	0.772050917	0.062943481	1	0	1	0	1	
cache/2015.Of Monsters And Men.Beneath The Skin.Wolves Without Teeth.wav	0.07208886	0.856358767	0.071552403	1	0	1	0	1	
cache/2015.Owl City.Unbelievable.Unbelievable.wav	0.093216456	0.787510455	0.119273089	1	0	1	0	1	
cache/2015.Brian Tyler.Avengers: Age of Ultron.Fighting Back.wav	0.058839172	0.902731419	0.038429379	1	0	1	0	0	
"cache/2014.Claude Debussy.MUSC233 Exam 3.Nocturnes: No. 1, Nuages.wav"	0.240742534	0.556250393	0.203007072	1	0	1	0	0	
cache/2015.Tyler Stenson.Say No More.This Too Shall Pass.wav	0.037744891	0.948787987	0.013467118	1	0	1	0	2	
cache/2015.Anna Calvi.Insurgent (Original Motion Picture Soundtrack).The Heart of You.wav	0.095295675	0.842273593	0.062430721	1	0	1	0	0	
cache/2001.Train.Drops of Jupiter.Drops of Jupiter.wav	0.066791803	0.860931516	0.072276689	1	0	1	0	1	
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).My Word For It.wav	0.146968439	0.79957211	0.053459454	1	0	1	0	1	
cache/2005.Flyleaf.Flyleaf.I'm So Sick (Acoustic Version).wav	0.074684583	0.797505856	0.127809554	1	0	1	0	1	
cache/2015.Mumford & Sons.Wilder Mind (Deluxe Version).Tompkins Square Park.wav	0.047600787	0.755433142	0.196966097	1	0	1	0	1	
cache/2015.Tyler Stenson.Say No More.We Grow.wav	0.021473181	0.955745816	0.022781016	1	0	1	0	2	
cache/2014.Carbon Leaf.Indian Summer Revisited.Changeless.wav	0.041576318	0.86646837	0.091955341	1	0	1	0	1	
cache/2014.The Who.Who's Next (Deluxe Edition).Young Man Blues (Live).wav	0.233138725	0.665297866	0.101563416	1	0	1	0	1	
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Here We Go.wav	0.054494407	0.903759301	0.041746307	1	0	1	0	1	
cache/2015.Lana Del Rey.Honeymoon.Honeymoon.wav	0.067821927	0.859570622	0.07260745	1	0	1	0	1	
cache/2015.Marina and The Diamonds.FROOT.Immortal.wav	0.184775665	0.740399718	0.074824639	1	0	1	0	1	
cache/2016.Lane 8.Rise (Remixed).Loving You feat. Lulu James (Kiwi Remix).wav	0.22169061	0.648290992	0.130018368	1	0	1	0	1	
cache/2014.Tarwater.Adrift.Devon Saturday.wav	0.178927332	0.768459857	0.052612823	1	0	1	0	1	
cache/2014.The Neighbourhood.#000000 & #Ffffff.icanteven Feat. French Montana.wav	0.093156613	0.817501664	0.08934173	1	0	1	0	1	
cache/2016.John Travolta.Gold.Summer Nights.wav	0.058693845	0.880224466	0.061081681	1	0	1	0	1	
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.Christmas in the Air.wav	0.046822771	0.873682797	0.079494417	1	0	1	0	2	
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).Snow's Speech.wav	0.200490937	0.670625448	0.1288836	1	0	1	0	0	
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).Please Welcome Peeta.wav	0.134731621	0.736970425	0.12829797	1	0	1	0	0	
cache/2013.The National.Trouble Will Find Me.Graceless.wav	0.034190901	0.88719666	0.078612432	1	0	1	0	1	
cache/2016.Andrew McMahon in the Wilderness.Andrew McMahon in the Wilderness.Canyon Moon.wav	0.01987651	0.955514848	0.024608629	1	0	1	0	1	
cache/2015.Nils Frahm.Screws Reworked.La (Sebastian Freij Rework).wav	0.056674112	0.920163929	0.023161946	1	0	1	0	1	
cache/2003.Muse.Absolution.Time Is Running Out.wav	0.077533104	0.846134365	0.076332539	1	0	1	0	1	
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Criminal.wav	0.168290854	0.73246187	0.099247254	1	0	1	0	1	
cache/2014.Blake Mills.Heigh Ho.Seven.wav	0.12037003	0.838656604	0.040973336	1	0	1	0	1	
cache/2014.Fences.Lesser Oceans.Lesser Oceans.wav	0.049209714	0.923064888	0.027725426	1	0	1	0	1	
cache/2005.Panic! at the Disco.A Fever You Can't Sweat Out.Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off.wav	0.090813391	0.842417121	0.066769488	1	0	1	0	1	
cache/2015.MOGWAI.Central Belters.Hasenheide.wav	0.043025825	0.90892297	0.048051193	1	0	1	0	1	
cache/2009.Skillet.Awake (Deluxe).Forgiven.wav	0.06646879	0.89466399	0.038867194	1	0	1	0	1	
cache/2016.unknown.2013 OMEA.How Can I Keep from Singing.wav	0.092992172	0.853207231	0.053800587	1	0	1	0	0	
cache/2000.Death Cab for Cutie.Forbidden Love [EP].Photobooth.wav	0.020813115	0.923531055	0.0556558	1	0	1	0	1	
cache/2013.The National.Trouble Will Find Me.I Need My Girl.wav	0.087843165	0.820157349	0.091999494	1	0	1	0	1	
cache/2014.Pentatonix.That's Christmas To Me.It's The Most Wonderful Time Of The Year.wav	0.041182313	0.922327936	0.036489744	1	0	1	0	2	
cache/2009.Breaking Benjamin.Dear Agony.Hopeless.wav	0.124857254	0.790165365	0.084977359	1	0	1	0	1	
cache/2014.The Rosebuds.Sand + Silence.Esse Quam Videri.wav	0.143533081	0.780275404	0.076191522	1	0	1	0	1	
cache/2014.Fences.Lesser Oceans.Sunburns.wav	0.090165101	0.774992943	0.134841979	1	0	1	0	1	
cache/2016.Miike Snow.iii.Over And Over.wav	0.114091292	0.849795699	0.036113024	1	0	1	0	1	
cache/2016.Tame Impala.Lonerism.Elephant.wav	0.041053284	0.913629711	0.045316998	1	0	1	0	1	
cache/2016.Aperture Science Psychoacoustics Laboratory.Portal 2: Songs to Test By - Volume 3.Your Precious Moon.wav	0.11733032	0.575681925	0.306987762	1	0	1	0	0	
cache/2016.ParagonX9.Newgrounds Audio Portal.Chaoz Fantasy.wav	0.070367143	0.828569353	0.101063505	1	0	1	0	1	
"cache/2014.Ludwig van Beethoven.MUSC233 Exam 2.String Quartet in C-sharp Minor, Op. 131: Second movement, Allegro molto vivace.wav"	0.025919724	0.951327085	0.022753183	1	0	1	0	0	
cache/2016.The Dunwells.Light Up The Sky.Animal.wav	0.111994117	0.782184482	0.105821416	1	0	1	0	1	
"cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).How Big, How Blue, How Beautiful (Demo).wav"	0.085628644	0.836440206	0.077931143	1	0	1	0	1	
