name,year,artist,genre,bit_rate,rating
She Is In The Air,2015,Green River Ordinance,Singer/Songwriter,192,4
name,year,artist,genre,bit_rate,rating
Until It's Gone (Live at Rock Am Ring),2014,Linkin Park,Rock,276,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Stolen Dance,2014,Milky Chance,Pop,266,3
name,year,artist,genre,bit_rate,rating
Wild Eyes,2016,Matthew Mayfield,Singer/Songwriter,192,3
name,year,artist,genre,bit_rate,rating
Stereotypes,2005,Lisa Lampanelli,Comedy,128,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Blow Me Away (feat. Valora),2011,Breaking Benjamin,Rock,256,4
name,year,artist,genre,bit_rate,rating
Dr. Kim Concert Backup Recording part 1,2014,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
Hero,2009,Skillet,Rock,256,4
name,year,artist,genre,bit_rate,rating
Log of the Sloop,2014,Tarwater,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
Bitter,2014,Palace,Indie Pop,320,3
name,year,artist,genre,bit_rate,rating
High Hopes,2013,Kodaline,Pop,320,4
name,year,artist,genre,bit_rate,rating
Sussudio,1998,Phil Collins,Pop,256,3
name,year,artist,genre,bit_rate,rating
R-Evolve,2005,Thirty Seconds to Mars,Alternative,256,4
name,year,artist,genre,bit_rate,rating
Save Me, San Francisco,2009,Train,Rock,256,4
name,year,artist,genre,bit_rate,rating
Buffalo Medicine,2014,Motopony,Alternative,256,3
name,year,artist,genre,bit_rate,rating
Song / echo,2015,Grace Davidson, Max Richter, ben russel, Yuki Numata, Caleb Burhans, Clarice Jensen & Brian Snow,Modern Classical,256,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
S 17,2014,Bucketheadland,Instrumental,320,2
name,year,artist,genre,bit_rate,rating
We Never Change,2000,Coldplay,Rock,192,5
name,year,artist,genre,bit_rate,rating
SexyBack (Live),2013,Justin Timberlake,Pop,256,2
name,year,artist,genre,bit_rate,rating
Here We Go (Alternative Version),2014,Lower Than Atlantis,Alternative Rock,256,4
name,year,artist,genre,bit_rate,rating
Vamo Embora,2014,Banda do Mar,Indie Rock,320,5
name,year,artist,genre,bit_rate,rating
Rehab Center for Fictional Characters,2009,Bo Burnham,Comedy,256,4
name,year,artist,genre,bit_rate,rating
Neutron Wireless Crystal,unknown,Swimming,Indie,256,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Final Masquerade,2014,Linkin Park,Rock,253,5
name,year,artist,genre,bit_rate,rating
The Catalyst, featuring DIGITALOMAT,unknown,Linkin Park,Alternative,320,4
name,year,artist,genre,bit_rate,rating
Lean,2014,Have Mercy,Rock,258,4
name,year,artist,genre,bit_rate,rating
Three Weeks In Havana,2014,Blake Mills,Indie Rock,320,4
name,year,artist,genre,bit_rate,rating
Forgiveness,2001,Collective Soul,Rock,256,3
name,year,artist,genre,bit_rate,rating
Favorite Song,2015,Howie Day,Singer/Songwriter,320,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Crazy Bird,2015,Wild Child,Alternative,192,3
name,year,artist,genre,bit_rate,rating
Ave draft 0,2014,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
Break Your Heart,2010,Taio Cruz & Ludacris,Pop,256,2
name,year,artist,genre,bit_rate,rating
B Part,2015,Grey's iPhone,Voice Memo,64,0
name,year,artist,genre,bit_rate,rating
Party All the Time,1985,Eddie Murphy,Pop,256,1
name,year,artist,genre,bit_rate,rating
Moon Crystal,2016,M83,Electronic,320,1
name,year,artist,genre,bit_rate,rating
Iridescent,2010,Linkin Park,Alternative,160,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
White Winter Hymnal,2014,Pentatonix,Holiday,236,5
name,year,artist,genre,bit_rate,rating
Going Mobile,2014,The Who,Rock,268,2
name,year,artist,genre,bit_rate,rating
I Dreamed I Was Disappearing,2016,Married to the Sea,Indie Pop,128,3
name,year,artist,genre,bit_rate,rating
The Best Is Yet To Come,2014,Sheppard,Indie,251,5
name,year,artist,genre,bit_rate,rating
Inside the Business,2007,Lisa Lampanelli,Comedy,128,2
name,year,artist,genre,bit_rate,rating
Friction,2015,Imagine Dragons,Rock,320,4
name,year,artist,genre,bit_rate,rating
Down In The Valley,2011,The Head And The Heart,Indie,320,3
name,year,artist,genre,bit_rate,rating
Animal,2010,Ke$ha,Pop,256,1
name,year,artist,genre,bit_rate,rating
Rafters,unknown,Tall Heights,Indie Folk,1411,2
name,year,artist,genre,bit_rate,rating
He Said She Said,2007,Ashley Tisdale,Pop,128,2
name,year,artist,genre,bit_rate,rating
Homegrown - Mahama Remix,unknown,Haux,Indie Electronic,128,5
name,year,artist,genre,bit_rate,rating
Woods,2009,Bon Iver,Indie Rock,160,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Waves,2014,Magic Man,Alternative,256,4
name,year,artist,genre,bit_rate,rating
Marry Me,2009,Train,Rock,256,3
name,year,artist,genre,bit_rate,rating
Take It Back,1992,Jimmy Buffett,Rock,192,1
name,year,artist,genre,bit_rate,rating
Ossein Trail,2014,Kerretta,Instrumental,273,2
name,year,artist,genre,bit_rate,rating
The Small Print,2003,Muse,Rock,256,2
name,year,artist,genre,bit_rate,rating
Snake Devil,2007,Scary Kids Scaring Kids,Rock,128,1
name,year,artist,genre,bit_rate,rating
Tzar,2016,Mogwai,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Back When We Had Nothing,2016,BANNERS,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Rehab,2008,Rihanna,Pop,256,4
name,year,artist,genre,bit_rate,rating
Wash Ashore in Pieces,2014,Beware of Safety,Post Rock,272,5
name,year,artist,genre,bit_rate,rating
A Love Ballad (Live),2009,Bo Burnham,Comedy,256,2
name,year,artist,genre,bit_rate,rating
Hold My Hand,2014,The Fray,Rock,320,5
name,year,artist,genre,bit_rate,rating
July,2015,Pen Pals,Singer/Songwriter,192,3
name,year,artist,genre,bit_rate,rating
Come Sail Away,unknown,Styx,Rock,128,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Low Road,2014,Casa Murilo,Indie,320,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Christmas Steps,2015,MOGWAI,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
Blue,2015,Marina and The Diamonds,Pop,256,3
name,year,artist,genre,bit_rate,rating
Sunday Night 1987,2016,M83,Electronic,320,2
name,year,artist,genre,bit_rate,rating
Yellow,2000,Coldplay,Rock,192,5
name,year,artist,genre,bit_rate,rating
Aerodynamic,2001,Daft Punk,Electronic,192,2
name,year,artist,genre,bit_rate,rating
Markell Fiksen,2006,Binärpilot,Electronic,161,3
name,year,artist,genre,bit_rate,rating
Never Too Late,2015,Bryan Rice,Pop,256,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Geeks,2010,Binärpilot,Electronic,180,4
name,year,artist,genre,bit_rate,rating
In Retrospect, I Should've Gotten a Dog,2009,Laurie Kilmartin,Comedy,256,2
name,year,artist,genre,bit_rate,rating
Lithium,2006,Evanescence,Pop,128,4
name,year,artist,genre,bit_rate,rating
One Day,2013,Kodaline,Pop,320,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Queen Of Peace,2015,Florence + The Machine,Pop,320,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Afterlife,2016,XYLØ,Alternative,192,5
name,year,artist,genre,bit_rate,rating
Shoes Grow Smaller,2015,Derrival,Alternative,192,4
name,year,artist,genre,bit_rate,rating
Spitting Games,2003,Snow Patrol,Alternative,256,3
name,year,artist,genre,bit_rate,rating
Brand New Day,2013,Kodaline,Pop,320,3
name,year,artist,genre,bit_rate,rating
Outside,2014,Foo Fighters,Rock,320,3
name,year,artist,genre,bit_rate,rating
Nails And Teeth In Pavement,2014,Have Mercy,Rock,261,2
name,year,artist,genre,bit_rate,rating
Second Chances,2015,Imagine Dragons,Rock,320,5
name,year,artist,genre,bit_rate,rating
That Moon,2015,Tyler Stenson,Singer/Songwriter,192,3
name,year,artist,genre,bit_rate,rating
Standing By,2015,Pentatonix,Pop,320,5
name,year,artist,genre,bit_rate,rating
EASE (feat. Broods),2015,Troye Sivan,Pop,256,4
name,year,artist,genre,bit_rate,rating
My Wife,2014,The Who,Rock,264,2
name,year,artist,genre,bit_rate,rating
Starfighter Pilot,1998,Snow Patrol,Alternative Rock,245,4
name,year,artist,genre,bit_rate,rating
Bailamos,1999,Enrique Iglesias,Latin,256,4
name,year,artist,genre,bit_rate,rating
What If We Could,2006,Blue October,Rock,256,4
name,year,artist,genre,bit_rate,rating
Call The Ambulance,2015,The Best Pessimist,Ambient,320,4
name,year,artist,genre,bit_rate,rating
Bibi The Dog,2016,M83,Electronic,320,3
name,year,artist,genre,bit_rate,rating
Dark,2015,Breaking Benjamin,Rock,320,5
name,year,artist,genre,bit_rate,rating
Always On My Mind,2015,Will Young,Pop,320,2
name,year,artist,genre,bit_rate,rating
Lucky Strike,2012,Maroon 5,Pop,256,4
name,year,artist,genre,bit_rate,rating
Runaway,2014,sElf,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Brown Eyed Girl,2003,Jimmy Buffett,Rock,192,3
name,year,artist,genre,bit_rate,rating
Devil Rides,2015,MOGWAI,Post Rock,320,2
name,year,artist,genre,bit_rate,rating
Ray,2014,Tarwater,Post Rock,320,3
name,year,artist,genre,bit_rate,rating
Paloma,2004,Carbon Leaf,Rock,271,5
name,year,artist,genre,bit_rate,rating
The Baddest Girl,2012,Pentatonix,Pop,256,2
name,year,artist,genre,bit_rate,rating
Fire To the Sky,2015,Bryan Rice,Pop,256,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Not Dead Just Forgotten,2015,Hinkstep,Ambient,320,4
name,year,artist,genre,bit_rate,rating
Santa Claus Is Coming To Town,2014,Pentatonix,Holiday,249,3
name,year,artist,genre,bit_rate,rating
Break My Stride,2001,Matthew Wilder,Pop,256,4
name,year,artist,genre,bit_rate,rating
Driver,2016,Blue October,Alternative,320,5
name,year,artist,genre,bit_rate,rating
My Second-Favorite People (Live),2009,Lisa Lampanelli,Comedy,256,2
name,year,artist,genre,bit_rate,rating
To,2014,The Neighbourhood,Hip Hop/Rap,192,4
name,year,artist,genre,bit_rate,rating
The Last Dawn,2014,MONO,Post Rock,320,5
name,year,artist,genre,bit_rate,rating
Close to Heaven,2015,Breaking Benjamin,Rock,320,4
name,year,artist,genre,bit_rate,rating
Path 17 (before the ending of daylight),2015,Grace Davidson, Max Richter, ben russel, Yuki Numata, Caleb Burhans, Clarice Jensen & Brian Snow,Modern Classical,256,3
name,year,artist,genre,bit_rate,rating
Make Note Of Every Sound (Ambient),2014,Seven Saturdays,Ambient,320,3
name,year,artist,genre,bit_rate,rating
never fade into nothingness,2015,Max Richter, ben russel, Yuki Numata, Caleb Burhans, Clarice Jensen & Brian Snow,Modern Classical,256,3
name,year,artist,genre,bit_rate,rating
Indigo,2014,Milky Chance,Pop,198,3
name,year,artist,genre,bit_rate,rating
When The World Sleeps,2015,Lowland Hum,Singer/Songwriter,192,4
name,year,artist,genre,bit_rate,rating
From West Texas,unknown,Explosions in the Sky,Post Rock,256,5
name,year,artist,genre,bit_rate,rating
Froot,2015,Marina and The Diamonds,Pop,256,5
name,year,artist,genre,bit_rate,rating
It's The Most Wonderful Time Of The Year,2014,Pentatonix,Holiday,253,3
name,year,artist,genre,bit_rate,rating
Amazing,2015,Cold War Kids,Rock,320,3
name,year,artist,genre,bit_rate,rating
Assignment 2.1,2015,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
St. Elmos Fire (Man In Motion),1988,John Parr,Rock,256,4
name,year,artist,genre,bit_rate,rating
A Heartbreak (Odesza Remix),2015,Angus & Julia Stone,Indie,320,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Hunger,2015,Of Monsters And Men,Indie Rock,320,3
name,year,artist,genre,bit_rate,rating
I'll See You Soon,2000,Coldplay,Rock,128,2
name,year,artist,genre,bit_rate,rating
Adagio For Tron,2010,Daft Punk,Soundtrack,227,1
name,year,artist,genre,bit_rate,rating
Haven, Mass (B-Side),2016,Bon Iver,Indie Pop,128,4
name,year,artist,genre,bit_rate,rating
Hard (feat. Jeezy),2009,Rihanna,Pop,256,4
name,year,artist,genre,bit_rate,rating
This Thing Has Started (2004 demo),2013,OK Go,Indie Rock,320,3
name,year,artist,genre,bit_rate,rating
Forgiven,2009,Skillet,Rock,256,2
name,year,artist,genre,bit_rate,rating
I Wanna Talk About Me,2001,Toby Keith,Country,256,1
name,year,artist,genre,bit_rate,rating
Mine Mine,2014,The Rosebuds,Indie Rock,320,3
name,year,artist,genre,bit_rate,rating
Post Break-Up Sex,unknown,The Vaccines,Indie,256,3
name,year,artist,genre,bit_rate,rating
Every Day,2014,Magic Man,Alternative,256,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Stand,2006,Rascal Flatts,Country,128,3
name,year,artist,genre,bit_rate,rating
Going Under,2003,Evanescence,Rock,192,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
From Honor Roll To Out Of Control,2009,Super Mash Bros.,Mashup,218,1
name,year,artist,genre,bit_rate,rating
Gravity (Time To Run),2015,Zeke Duhon,Singer/Songwriter,192,4
name,year,artist,genre,bit_rate,rating
Why Should I Cry for You?,1994,The London Symphony Orchestra,Acoustic,128,2
name,year,artist,genre,bit_rate,rating
What Am I Supposed To?,2016,Ruth Koleva,R&B/Soul,192,1
name,year,artist,genre,bit_rate,rating
Weak Force,2016,Mogwai,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
Dirty Little Secret,2005,The All-American Rejects,Alternative,128,4
name,year,artist,genre,bit_rate,rating
Good Times and Good Night,2007,Lisa Lampanelli,Comedy,128,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Hold Me Down,2016,YOKE LORE,Indie Electronic,128,5
name,year,artist,genre,bit_rate,rating
Cheeseburger In Paradise,1985,Jimmy Buffet,Rock,256,2
name,year,artist,genre,bit_rate,rating
Remind Her Who The Enemy Is,2014,James Newton Howard,Score,220,2
name,year,artist,genre,bit_rate,rating
Remind You,2007,Cheri Dennis,R&B/Soul,128,1
name,year,artist,genre,bit_rate,rating
Nordic Voices Concert Backup Part Two,2015,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
Jazz night backup recording,2014,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
All at Once,2005,The Fray,Rock,192,4
name,year,artist,genre,bit_rate,rating
Too Long,2001,Daft Punk/Romanthony,Electronic,192,3
name,year,artist,genre,bit_rate,rating
6.60,2015,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
Jump,2005,Madonna,Pop,128,4
name,year,artist,genre,bit_rate,rating
Underneath the Tree,2013,Kelly Clarkson,Pop,256,1
name,year,artist,genre,bit_rate,rating
A Heartbreak (RAC Remix),2015,Angus & Julia Stone,Indie,320,5
name,year,artist,genre,bit_rate,rating
Edward Scissorhands - Ice Dance,2015,Vitamin String Quartet,Pop,320,3
name,year,artist,genre,bit_rate,rating
Hurricane (Unplugged),2011,30 Seconds to Mars,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Moses,2003,Coldplay,Rock,192,2
name,year,artist,genre,bit_rate,rating
Teardrops On My Guitar (Radio Single Remix),2006,Taylor Swift,Country,128,2
name,year,artist,genre,bit_rate,rating
Slow Dancing in a Burning Room,2006,John Mayer,Rock,128,4
name,year,artist,genre,bit_rate,rating
Tomorrow,2002,Death Cab For Cutie,Rock,245,3
name,year,artist,genre,bit_rate,rating
Little Things,2015,Logan Mays,Singer/Songwriter,256,4
name,year,artist,genre,bit_rate,rating
I Knew You Were Trouble,2012,Taylor Swift,Country,256,3
name,year,artist,genre,bit_rate,rating
White Lies, Yellow Teeth,2014,Modest Mouse,Alternative,320,3
name,year,artist,genre,bit_rate,rating
Gravity,2006,John Mayer,Rock,128,4
name,year,artist,genre,bit_rate,rating
Home Alone,2014,Totorro,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
Past Lives,2016,Local Natives,Alternative,128,3
name,year,artist,genre,bit_rate,rating
Feeling Like A Sunset,2015,Hinkstep,Ambient,320,5
name,year,artist,genre,bit_rate,rating
Science Fiction,2014,So Cow,Punk,246,3
name,year,artist,genre,bit_rate,rating
And She Was,1985,Talking Heads,Alternative Punk,256,4
name,year,artist,genre,bit_rate,rating
Gold,2015,Imagine Dragons,Rock,320,2
name,year,artist,genre,bit_rate,rating
What Sarah Said,2005,Death Cab For Cutie,Rock,256,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
A Modern Myth (Without Hidden Track),2005,30 Seconds to Mars,Alternative,256,3
name,year,artist,genre,bit_rate,rating
Emily,2014,Lower Than Atlantis,Alternative Rock,256,2
name,year,artist,genre,bit_rate,rating
Hurricane,2014,The Fray,Rock,320,5
name,year,artist,genre,bit_rate,rating
Puccini Tosca,2014,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Photograph,1996,The Verve Pipe,Rock,128,3
name,year,artist,genre,bit_rate,rating
Solo,2015,Max Richter, ben russel, Yuki Numata, Caleb Burhans, Clarice Jensen & Brian Snow,Modern Classical,256,3
name,year,artist,genre,bit_rate,rating
Unwritten Plans,2013,Rebecca McDade,Rock,256,4
name,year,artist,genre,bit_rate,rating
Tompkins Square Park - Live,2015,Mumford & Sons,Rock,320,5
name,year,artist,genre,bit_rate,rating
Over It,2007,Ashley Tisdale,Pop,128,2
name,year,artist,genre,bit_rate,rating
Heroe,2001,Enrique Iglesias,Latin,256,3
name,year,artist,genre,bit_rate,rating
I'm Not Right,2016,XY&O,Indie Pop,128,4
name,year,artist,genre,bit_rate,rating
Falling Back,2016,Ruth Koleva,R&B/Soul,192,2
name,year,artist,genre,bit_rate,rating
Aviation High,2013,Semi Precious Weapons,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Halfway To Hell,2014,Sheppard,Indie,262,3
name,year,artist,genre,bit_rate,rating
Budapest,2014,George Ezra,Singer/Songwriter,256,4
name,year,artist,genre,bit_rate,rating
What's Your Name?,2004,Jesse McCartney,Pop,128,2
name,year,artist,genre,bit_rate,rating
Third Eye,2015,Florence + The Machine,Pop,320,4
name,year,artist,genre,bit_rate,rating
Dream Child (A Christmas Dream),1998,Trans-Siberian Orchestra,Holiday,256,1
name,year,artist,genre,bit_rate,rating
Kiss and Not Tell,2014,La Roux,Pop,320,1
name,year,artist,genre,bit_rate,rating
The Ridge,2016,Woodkid,Soundtrack,320,4
name,year,artist,genre,bit_rate,rating
Give a Little More,2010,Maroon 5,Pop,256,2
name,year,artist,genre,bit_rate,rating
SCRAM,2016,Mogwai,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
I Don't Want To Change You,2014,Damien Rice,Indie,226,5
name,year,artist,genre,bit_rate,rating
12-17-12,2014,The Decemberists,Indie Rock,320,3
name,year,artist,genre,bit_rate,rating
Assorted Cheese Platter (Live),2009,Lisa Lampanelli,Comedy,256,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Dirt Off Your Shoulder/Lying from You,2004,Jay-Z/Linkin Park,Rock,192,4
name,year,artist,genre,bit_rate,rating
Somebody That I Used To Know,unknown,Pentatonix,Indie Pop,256,4
name,year,artist,genre,bit_rate,rating
Fully Alive (Acoustic Version),2005,Flyleaf,Pop,256,3
name,year,artist,genre,bit_rate,rating
Everybody's Fool,2003,Evanescence,Rock,192,4
name,year,artist,genre,bit_rate,rating
Sorry,2016,LISS,Indie Pop,128,4
name,year,artist,genre,bit_rate,rating
Bizet Line 1,2014,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
A Whisper,2002,Coldplay,Rock,160,4
name,year,artist,genre,bit_rate,rating
The Benefit Of Side Projects,2015,Interpol,Post-Punk,320,1
name,year,artist,genre,bit_rate,rating
1 Of Those Weaks,2014,The Neighbourhood,Hip Hop/Rap,192,4
name,year,artist,genre,bit_rate,rating
In for the Kill,2009,La Roux,Dance,256,4
name,year,artist,genre,bit_rate,rating
Bleed It Out,2007,Linkin Park,Alternative,128,3
name,year,artist,genre,bit_rate,rating
Landmine,2015,Three Days Grace,Rock,320,2
name,year,artist,genre,bit_rate,rating
This Is The Last Time,2013,The National,Alternative,320,4
name,year,artist,genre,bit_rate,rating
Lift Your Spirit,2014,Aloe Blacc,Pop,256,2
name,year,artist,genre,bit_rate,rating
Die Another Day (From The MGM,2003,Madonna,Soundtrack,256,2
name,year,artist,genre,bit_rate,rating
Rise Up Idea,2015,G280i6,Voice Memo,64,1
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Panama,1996,Van Halen,Rock,192,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Soul Meets Body,2005,Death Cab For Cutie,Indie Alternative,320,4
name,year,artist,genre,bit_rate,rating
Ship To Wreck,2015,Florence + The Machine,Pop,320,3
name,year,artist,genre,bit_rate,rating
O 38,2014,Bucketheadland,Instrumental,320,2
name,year,artist,genre,bit_rate,rating
Superman - the Movie - Love Theme From Superman,2015,Vitamin String Quartet,Pop,320,2
name,year,artist,genre,bit_rate,rating
How Soon Is Now,1984,The Smiths,Alternative,256,5
name,year,artist,genre,bit_rate,rating
(I'm a) Road Runner (Live),2014,The Who,Rock,267,2
name,year,artist,genre,bit_rate,rating
Another's Arms (Live At the Beacon Theatre, New York),2014,Coldplay,Alternative,320,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
3 AM,2007,Matchbox Twenty,Rock,258,5
name,year,artist,genre,bit_rate,rating
Devil Came Knocking,2012,Tyler Stenson,Pop,256,5
name,year,artist,genre,bit_rate,rating
The Mission,2015,Brian Tyler,Soundtrack,128,3
name,year,artist,genre,bit_rate,rating
Drive My Soul,2009,The Lights,Pop,256,4
name,year,artist,genre,bit_rate,rating
Lightning and a Bottle,2015,Explosions in the Sky & David Wingo,Soundtrack,256,3
name,year,artist,genre,bit_rate,rating
C.L.U.,2010,Daft Punk,Soundtrack,251,1
name,year,artist,genre,bit_rate,rating
Let It Go,2014,Pentatonix,Holiday,242,5
name,year,artist,genre,bit_rate,rating
Golden Heart,2015,Dawn And Hawkes,Singer/Songwriter,192,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Lucy,2009,Skillet,Rock,256,2
name,year,artist,genre,bit_rate,rating
The Glove,2014,Tarwater,Post Rock,320,3
name,year,artist,genre,bit_rate,rating
Women's Movement,2011,Natasha Leggero,Comedy,256,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
NPH FTW,2009,Super Mash Bros.,Mashup,208,4
name,year,artist,genre,bit_rate,rating
Don't Swallow The Cap,2013,The National,Alternative,320,4
name,year,artist,genre,bit_rate,rating
Ludivine,2016,M83,Electronic,320,4
name,year,artist,genre,bit_rate,rating
Gangnam Duo,unknown,PSY,K-Pop,320,3
name,year,artist,genre,bit_rate,rating
Bigger Stronger,1999,Coldplay,Rock,128,4
name,year,artist,genre,bit_rate,rating
The Eco-Terrorist In Me,2014,Rise Against,Rock,320,1
name,year,artist,genre,bit_rate,rating
Bomb-Ass Coochie,2007,Lisa Lampanelli,Comedy,128,2
name,year,artist,genre,bit_rate,rating
Behind Blue Eyes (New York Record Plant Session),2014,The Who,Rock,273,2
name,year,artist,genre,bit_rate,rating
See Through,2014,Pentatonix,Pop,320,4
name,year,artist,genre,bit_rate,rating
Taste,2016,Sleeping At Last,Alternative,275,3
name,year,artist,genre,bit_rate,rating
Nocturne,2010,Daft Punk,Soundtrack,223,3
name,year,artist,genre,bit_rate,rating
Tik Tok,2010,Ke$ha,Pop,256,2
name,year,artist,genre,bit_rate,rating
End of the Rope,2015,They Might Be Giants,Alternative,320,3
name,year,artist,genre,bit_rate,rating
Venice (Acoustic),2015,The Lighthouse and the Whaler,Alternative,192,4
name,year,artist,genre,bit_rate,rating
Keep You,2008,Sugarland,Country,256,2
name,year,artist,genre,bit_rate,rating
Cry To Laugh,2014,Blake Mills,Indie Rock,320,4
name,year,artist,genre,bit_rate,rating
A World Without Danger,2006,Code Lyoko,Children's Music,256,4
name,year,artist,genre,bit_rate,rating
In the End,2000,Linkin Park,Rock,192,4
name,year,artist,genre,bit_rate,rating
Ocean Avenue Acoustic,2013,Yellowcard,Pop Punk,256,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Wings,2013,HAERTS,Pop,256,4
name,year,artist,genre,bit_rate,rating
Spark,2015,Amber Run,Rock,320,4
name,year,artist,genre,bit_rate,rating
Madam, I Challenge You to a Duel,2015,They Might Be Giants,Alternative,320,2
name,year,artist,genre,bit_rate,rating
Leavetaking,2014,The Phoenix Foundation,Punk Rock,320,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Not Alone,2011,Linkin Park,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Nightcall,unknown,Kant,Indie Electronic,128,3
name,year,artist,genre,bit_rate,rating
I Am Mine,2014,Beta Radio,Indie Rock,256,4
name,year,artist,genre,bit_rate,rating
Wine Song,2014,The Phoenix Foundation,Punk Rock,320,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Girlfriend,2007,Avril Lavigne,Pop,128,4
name,year,artist,genre,bit_rate,rating
All the Lazy Boyfriends,2015,They Might Be Giants,Alternative,320,3
name,year,artist,genre,bit_rate,rating
From Under the Blue,2009,Sasms,Dance,256,4
name,year,artist,genre,bit_rate,rating
A Million Voices,2014,Engineers,Shoegaze,320,4
name,year,artist,genre,bit_rate,rating
Take Me As I Am,2008,Sugarland,Country,256,2
name,year,artist,genre,bit_rate,rating
What I've Done,2007,LINKIN PARK,Alternative,128,4
name,year,artist,genre,bit_rate,rating
Homos Are My Favorite People (Live),2009,Lisa Lampanelli,Comedy,256,2
name,year,artist,genre,bit_rate,rating
Old Pine,2011,Ben Howard,Alternative Rock,256,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Scream My Name,2014,Tove Lo,Alternative,320,5
name,year,artist,genre,bit_rate,rating
Dark Summer Dawn,2014,Tunturia,Post Rock,320,2
name,year,artist,genre,bit_rate,rating
Dare You to Move,2002,Switchfoot,Soundtrack,261,2
name,year,artist,genre,bit_rate,rating
Dustism,2014,This Will Destroy You,Post Rock,258,4
name,year,artist,genre,bit_rate,rating
Careful Where You Stand,2000,Coldplay,Rock,192,5
name,year,artist,genre,bit_rate,rating
Getting In Tune (Live),2014,The Who,Rock,269,2
name,year,artist,genre,bit_rate,rating
Light Up The Sky,2016,The Dunwells,Indie Rock,320,3
name,year,artist,genre,bit_rate,rating
Cool Kids (String Quartet Tribute to Echosmith),2015,Vitamin String Quartet,Pop,320,4
name,year,artist,genre,bit_rate,rating
Withdrawn,2015,White Morning,Instrumental,192,4
name,year,artist,genre,bit_rate,rating
Take My Photograph,2014,Beta Radio,Indie Rock,256,3
name,year,artist,genre,bit_rate,rating
Street Spirit (Fade Out),unknown,2CELLOS(SULIC & HAUSER),Modern,320,5
name,year,artist,genre,bit_rate,rating
Politik,2003,Coldplay,Rock,192,2
name,year,artist,genre,bit_rate,rating
